Campaign ID,Product Name,Category,Ad Spend (INR),Impressions,Clicks,Conversions,Revenue (INR),ROI,Campaign Date,Marketing Channel
CAMPAIGN00479,Dishwasher Liquid,Household,2443.45,269341,3552,506,57047.61,22.35,22-11-2024,Google Ads
CAMPAIGN00480,Face Wash,Personal Care,415.74,403490,13311,1758,751343.2,1806.24,16-01-2025,Referral
CAMPAIGN00481,Floor Cleaner,Household,3900.2,43207,3487,695,137600.5,34.28,09-12-2024,Referral
CAMPAIGN00482,Juice,Beverages,3373.67,259871,19357,688,324237.45,95.11,15-12-2024,Influencer Marketing
CAMPAIGN00483,Tea,Beverages,4879.66,487753,35528,2943,453119.91,91.86,07-02-2025,Google Ads
CAMPAIGN00484,Rice,Groceries,125.21,325113,17007,2109,898374.68,7173.94,26-12-2024,Google Ads
CAMPAIGN00485,Detergent,Household,1495.02,399202,26683,1656,133165,88.07,15-12-2024,Google Ads
CAMPAIGN00486,Cooking Oil,Groceries,421.69,377934,21132,336,126969.95,300.1,16-01-2025,Referral
CAMPAIGN00487,Milk,Groceries,2629.29,262157,12027,2233,628159.24,237.91,22-01-2025,Google Ads
CAMPAIGN00488,Toothpaste,Personal Care,3632.39,319839,16905,2416,807596.41,221.33,24-01-2025,Referral
CAMPAIGN00489,Shampoo,Personal Care,56.51,40157,46,3,344.68,5.1,24-01-2025,Instagram Ads
CAMPAIGN00490,Chips,Snacks,414.6,426042,10704,2035,575751.84,1387.69,25-12-2024,Referral
CAMPAIGN00491,Biscuits,Snacks,4868.11,351619,1269,29,6103.61,0.25,29-11-2024,Google Ads
CAMPAIGN00492,Juice,Beverages,3432.96,68572,398,49,13814.73,3.02,05-01-2025,Google Ads
CAMPAIGN00493,Toothpaste,Personal Care,4719.85,447241,29734,1099,330467.87,69.02,30-12-2024,Referral
CAMPAIGN00494,Face Wash,Personal Care,4585.52,288274,19739,3283,1559236.89,339.03,25-11-2024,Email Campaign
CAMPAIGN00495,Juice,Beverages,2795.56,131543,1361,114,11826.61,3.23,13-12-2024,Instagram Ads
CAMPAIGN00496,Air Freshener,Household,1629.08,214268,19777,3515,1496323.67,917.51,04-02-2025,Email Campaign
CAMPAIGN00497,Face Wash,Personal Care,1893.94,143829,9526,1644,152305.06,79.42,11-12-2024,Influencer Marketing
CAMPAIGN00498,Energy Drink,Beverages,578.69,6005,374,26,5552.09,8.59,10-01-2025,Instagram Ads
CAMPAIGN00499,Biscuits,Snacks,74.17,49711,1787,292,124226.71,1673.89,27-01-2025,Google Ads
CAMPAIGN00500,Rice,Groceries,2639.17,128710,10715,732,122275.36,45.33,29-01-2025,Email Campaign
CAMPAIGN00501,Face Wash,Personal Care,2348.72,368562,359,3,566.66,-0.76,30-01-2025,Influencer Marketing
CAMPAIGN00502,Wheat Flour,Groceries,4820.2,333268,9731,795,110514.39,21.93,02-02-2025,Referral
CAMPAIGN00503,Eggs,Groceries,1366.88,418936,30908,698,110568.35,79.89,19-12-2024,Influencer Marketing
CAMPAIGN00504,Nuts,Snacks,3944.97,151138,11628,1882,260584.41,65.05,27-01-2025,Google Ads
CAMPAIGN00505,Coffee,Beverages,809.69,86102,2132,77,26749.58,32.04,22-01-2025,Instagram Ads
CAMPAIGN00506,Dishwasher Liquid,Household,2480.99,13927,933,128,16251.35,5.55,09-01-2025,Google Ads
CAMPAIGN00507,Protein Bar,Snacks,4748.5,396758,8204,445,152467.41,31.11,19-11-2024,Referral
CAMPAIGN00508,Coffee,Beverages,4878.81,89749,1938,38,16475.15,2.38,08-02-2025,Google Ads
CAMPAIGN00509,Tea,Beverages,3484.27,231190,1742,95,36531.01,9.48,26-01-2025,Email Campaign
CAMPAIGN00510,Soap,Personal Care,2643.89,460895,3847,276,28483.78,9.77,29-11-2024,Instagram Ads
CAMPAIGN00511,Toothpaste,Personal Care,4195.05,236945,11789,141,68506.16,15.33,15-12-2024,Google Ads
CAMPAIGN00512,Garbage Bags,Household,3768.81,217516,3609,59,3379.33,-0.1,05-12-2024,Referral
CAMPAIGN00513,Chips,Snacks,3643.64,226708,8014,1210,273931.31,74.18,19-12-2024,Influencer Marketing
CAMPAIGN00514,Biscuits,Snacks,3063.39,113812,8503,1144,483738.62,156.91,11-12-2024,Instagram Ads
CAMPAIGN00515,Nuts,Snacks,982.78,396961,18608,1187,244791.43,248.08,04-01-2025,Influencer Marketing
CAMPAIGN00516,Energy Drink,Beverages,494.1,297249,2466,220,45725.82,91.54,01-12-2024,Email Campaign
CAMPAIGN00517,Energy Drink,Beverages,4014.06,221819,4230,102,19054.75,3.75,14-12-2024,Referral
CAMPAIGN00518,Rice,Groceries,4943.46,266898,8632,921,391738.22,78.24,18-12-2024,Google Ads
CAMPAIGN00519,Face Wash,Personal Care,3861.46,478078,16207,104,27186.44,6.04,05-12-2024,Influencer Marketing
CAMPAIGN00520,Cooking Oil,Groceries,1413.45,116500,7244,556,231521.18,162.8,09-01-2025,Referral
CAMPAIGN00521,Soap,Personal Care,1917.33,383246,33938,2214,157134.67,80.95,10-12-2024,Instagram Ads
CAMPAIGN00522,Garbage Bags,Household,3186.74,151814,3052,192,56532,16.74,16-12-2024,Google Ads
CAMPAIGN00523,Detergent,Household,2153.99,34099,781,31,13665.31,5.34,31-12-2024,Influencer Marketing
CAMPAIGN00524,Cooking Oil,Groceries,984.81,216728,8952,809,401789.76,406.99,10-01-2025,Influencer Marketing
CAMPAIGN00525,Moisturizer,Personal Care,4147.74,269788,9323,641,309171.86,73.54,01-12-2024,Google Ads
CAMPAIGN00526,Dishwasher Liquid,Household,3494.64,152597,14675,1082,417153.26,118.37,20-12-2024,Referral
CAMPAIGN00527,Eggs,Groceries,1850.18,252526,12772,1151,494339.6,266.18,17-01-2025,Instagram Ads
CAMPAIGN00528,Juice,Beverages,2958.03,454084,24149,2673,922535.61,310.88,17-12-2024,Instagram Ads
CAMPAIGN00529,Nuts,Snacks,3835.55,159239,15753,2339,1014996.5,263.63,07-12-2024,Google Ads
CAMPAIGN00530,Nuts,Snacks,2212.71,84258,5603,573,249742.82,111.87,22-12-2024,Instagram Ads
CAMPAIGN00531,Protein Bar,Snacks,2149.49,440660,40369,4006,1720617.03,799.48,30-11-2024,Instagram Ads
CAMPAIGN00532,Chocolate,Snacks,1552.6,345752,18810,26,3164.96,1.04,22-11-2024,Email Campaign
CAMPAIGN00533,Chocolate,Snacks,4294.85,436894,28518,1342,657698,152.14,13-01-2025,Instagram Ads
CAMPAIGN00534,Protein Bar,Snacks,2724.22,400952,38633,5032,1708107.76,626.01,29-01-2025,Google Ads
CAMPAIGN00535,Cooking Oil,Groceries,2712.4,299754,28644,5646,2661840.13,980.36,05-12-2024,Instagram Ads
CAMPAIGN00536,Cooking Oil,Groceries,4921.18,161372,9896,1082,416139.73,83.56,03-02-2025,Email Campaign
CAMPAIGN00537,Wheat Flour,Groceries,155.45,226792,4068,98,40494.67,259.5,26-11-2024,Influencer Marketing
CAMPAIGN00538,Toothpaste,Personal Care,658.44,22459,349,62,3739.07,4.68,02-12-2024,Instagram Ads
CAMPAIGN00539,Toothpaste,Personal Care,1725.73,33602,1079,82,24631.96,13.27,05-02-2025,Google Ads
CAMPAIGN00540,Chips,Snacks,3181.47,386328,9746,26,2039.64,-0.36,10-12-2024,Google Ads
CAMPAIGN00541,Detergent,Household,945.77,333488,5462,903,236947.93,249.53,15-01-2025,Google Ads
CAMPAIGN00542,Floor Cleaner,Household,2718.79,381622,37412,5291,1708881.1,627.54,01-02-2025,Email Campaign
CAMPAIGN00543,Milk,Groceries,1029.61,498232,45805,7615,2537751.46,2463.77,03-02-2025,Google Ads
CAMPAIGN00544,Soap,Personal Care,759.38,74980,7433,594,177398.66,232.61,08-01-2025,Email Campaign
CAMPAIGN00545,Juice,Beverages,426.47,311473,2094,15,7477.89,16.53,24-11-2024,Email Campaign
CAMPAIGN00546,Dishwasher Liquid,Household,1486.65,89453,8215,978,85956.87,56.82,20-12-2024,Referral
CAMPAIGN00547,Detergent,Household,1170.78,80200,3526,24,10891.88,8.3,21-01-2025,Influencer Marketing
CAMPAIGN00548,Biscuits,Snacks,196.86,200507,9815,807,220235.26,1117.74,11-12-2024,Referral
CAMPAIGN00549,Rice,Groceries,4936.3,269512,25618,4845,994013.91,200.37,05-01-2025,Google Ads
CAMPAIGN00550,Detergent,Household,4342.06,312371,7146,524,26905.39,5.2,22-01-2025,Influencer Marketing
CAMPAIGN00551,Coffee,Beverages,2450.44,69871,5812,744,371692.63,150.68,25-12-2024,Google Ads
CAMPAIGN00552,Eggs,Groceries,968.79,257612,68,8,3384.78,2.49,11-12-2024,Google Ads
CAMPAIGN00553,Eggs,Groceries,2998.69,147190,3467,106,21063.86,6.02,31-12-2024,Email Campaign
CAMPAIGN00554,Dishwasher Liquid,Household,2581.51,325981,15167,2875,234750.97,89.94,13-11-2024,Email Campaign
CAMPAIGN00555,Detergent,Household,4774.38,478892,7798,676,34406.26,6.21,14-12-2024,Referral
CAMPAIGN00556,Dishwasher Liquid,Household,2645.95,414335,10283,1694,448252.4,168.41,14-12-2024,Referral
CAMPAIGN00557,Face Wash,Personal Care,4005.7,472724,12774,1152,462513.79,114.46,17-11-2024,Instagram Ads
CAMPAIGN00558,Tea,Beverages,4089.67,137892,9169,689,56263.24,12.76,11-12-2024,Influencer Marketing
CAMPAIGN00559,Energy Drink,Beverages,1419.34,20363,948,92,16769.23,10.81,16-12-2024,Google Ads
CAMPAIGN00560,Chocolate,Snacks,2280,324684,12999,308,39844.11,16.48,03-01-2025,Influencer Marketing
CAMPAIGN00561,Wheat Flour,Groceries,4116.69,161358,1781,233,75108.18,17.24,04-12-2024,Google Ads
CAMPAIGN00562,Biscuits,Snacks,2025.32,395086,14494,728,215393.57,105.35,21-12-2024,Email Campaign
CAMPAIGN00563,Milk,Groceries,3938.47,223754,9093,3,780.46,-0.8,30-12-2024,Referral
CAMPAIGN00564,Toothpaste,Personal Care,4801.12,249470,15379,597,101958.5,20.24,09-02-2025,Email Campaign
CAMPAIGN00565,Cooking Oil,Groceries,666.88,425048,8947,156,8283.13,11.42,09-02-2025,Instagram Ads
CAMPAIGN00566,Dishwasher Liquid,Household,4256.91,62233,1938,204,34435.04,7.09,26-11-2024,Email Campaign
CAMPAIGN00567,Floor Cleaner,Household,4787.45,237078,12514,1658,615814.33,127.63,16-12-2024,Instagram Ads
CAMPAIGN00568,Coffee,Beverages,3339.95,49330,2000,236,66595.93,18.94,30-01-2025,Referral
CAMPAIGN00569,Garbage Bags,Household,4878.43,150465,11685,1417,143027.6,28.32,30-01-2025,Referral
CAMPAIGN00570,Wheat Flour,Groceries,1600.32,41730,932,91,21262.44,12.29,17-01-2025,Instagram Ads
CAMPAIGN00571,Soap,Personal Care,2238.47,406338,37517,1825,775228.41,345.32,24-01-2025,Referral
CAMPAIGN00572,Energy Drink,Beverages,863.41,229513,537,89,40438.51,45.84,14-11-2024,Instagram Ads
CAMPAIGN00573,Wheat Flour,Groceries,1029.79,398922,22611,1753,177406.74,171.27,05-01-2025,Google Ads
CAMPAIGN00574,Moisturizer,Personal Care,3475.27,9191,914,131,48168.72,12.86,29-01-2025,Google Ads
CAMPAIGN00575,Tea,Beverages,1127.26,53452,4286,265,86392.94,75.64,26-01-2025,Instagram Ads
CAMPAIGN00576,Milk,Groceries,3614.64,383546,10836,1432,195220.92,53.01,04-12-2024,Google Ads
CAMPAIGN00577,Dishwasher Liquid,Household,1387.17,174484,15598,1839,602467.82,433.31,16-01-2025,Instagram Ads
CAMPAIGN00578,Shampoo,Personal Care,85.9,202465,12787,1555,628432.97,7314.87,23-01-2025,Google Ads
CAMPAIGN00579,Chips,Snacks,540.05,172567,1375,243,23603.06,42.71,17-11-2024,Instagram Ads
CAMPAIGN00580,Milk,Groceries,908.34,63209,2456,30,8587.62,8.45,18-01-2025,Influencer Marketing
CAMPAIGN00581,Dishwasher Liquid,Household,3967.83,194643,5694,585,199900.39,49.38,23-12-2024,Referral
CAMPAIGN00582,Wheat Flour,Groceries,2593.8,124749,3702,736,330688.59,126.49,04-01-2025,Email Campaign
CAMPAIGN00583,Biscuits,Snacks,580.1,356879,27586,2693,231568.24,398.19,12-12-2024,Instagram Ads
CAMPAIGN00584,Air Freshener,Household,4395.71,96906,733,63,18703.69,3.25,14-12-2024,Referral
CAMPAIGN00585,Rice,Groceries,769.11,444070,27115,4986,1024493.82,1331.05,03-01-2025,Instagram Ads
CAMPAIGN00586,Biscuits,Snacks,1648.55,394843,10172,1735,799864.97,484.19,16-11-2024,Instagram Ads
CAMPAIGN00587,Moisturizer,Personal Care,2499.02,161454,14874,956,403993.05,160.66,27-11-2024,Referral
CAMPAIGN00588,Floor Cleaner,Household,4598.85,269806,22065,3137,671798.92,145.08,14-01-2025,Referral
CAMPAIGN00589,Tea,Beverages,3733.25,310496,17471,2785,566949.2,150.86,31-01-2025,Instagram Ads
CAMPAIGN00590,Chips,Snacks,4228.19,405926,24329,3379,721698.2,169.69,25-01-2025,Instagram Ads
CAMPAIGN00591,Face Wash,Personal Care,4986.89,291695,19169,1344,484967.14,96.25,09-02-2025,Referral
CAMPAIGN00592,Wheat Flour,Groceries,1628.85,217723,3952,2,501.94,-0.69,16-11-2024,Instagram Ads
CAMPAIGN00593,Toothpaste,Personal Care,1530.09,17228,995,157,20135.54,12.16,03-12-2024,Referral
CAMPAIGN00594,Rice,Groceries,673.34,135472,3458,438,165647.43,245.01,23-12-2024,Referral
CAMPAIGN00595,Biscuits,Snacks,3721.95,137893,1307,65,31268.22,7.4,29-12-2024,Google Ads
CAMPAIGN00596,Protein Bar,Snacks,1930.58,408062,9705,1320,525016.98,270.95,24-01-2025,Google Ads
CAMPAIGN00597,Protein Bar,Snacks,4934.38,34408,811,101,32419.7,5.57,06-02-2025,Email Campaign
CAMPAIGN00598,Protein Bar,Snacks,1591.85,454265,11950,1174,296543.75,185.29,18-11-2024,Influencer Marketing
CAMPAIGN00599,Cold Drink,Beverages,1136.81,263930,6777,1054,340287.26,298.34,30-11-2024,Referral
CAMPAIGN00600,Shampoo,Personal Care,4403.91,448549,11678,1965,740268.07,167.09,31-01-2025,Google Ads
CAMPAIGN00601,Dishwasher Liquid,Household,4642.57,330738,25086,1405,209609.41,44.15,27-11-2024,Referral
CAMPAIGN00602,Juice,Beverages,2323.07,164613,11947,581,81728.41,34.18,25-11-2024,Google Ads
CAMPAIGN00603,Tea,Beverages,3163.69,27214,1307,53,20289.5,5.41,27-11-2024,Google Ads
CAMPAIGN00604,Air Freshener,Household,3922.49,189858,18614,1395,551041.31,139.48,06-02-2025,Email Campaign
CAMPAIGN00605,Chocolate,Snacks,491.35,374170,27736,3814,1433204.61,2915.87,14-11-2024,Google Ads
CAMPAIGN00606,Floor Cleaner,Household,2839.52,37748,1006,115,10562.66,2.72,02-01-2025,Instagram Ads
CAMPAIGN00607,Floor Cleaner,Household,4710.32,175251,15131,1753,436866.82,91.75,28-11-2024,Referral
CAMPAIGN00608,Chips,Snacks,55.56,177087,14787,2593,179075.39,3222.1,16-01-2025,Instagram Ads
CAMPAIGN00609,Coffee,Beverages,2290.29,117504,8903,1625,187261.82,80.76,06-02-2025,Instagram Ads
CAMPAIGN00610,Nuts,Snacks,1246.67,82532,4036,45,6396.3,4.13,06-12-2024,Instagram Ads
CAMPAIGN00611,Biscuits,Snacks,1356.54,401097,9701,472,50794.78,36.44,24-01-2025,Google Ads
CAMPAIGN00612,Detergent,Household,1677.37,444806,12324,1409,579385.46,344.41,22-01-2025,Instagram Ads
CAMPAIGN00613,Biscuits,Snacks,4861.37,10835,194,26,7257.87,0.49,06-01-2025,Referral
CAMPAIGN00614,Milk,Groceries,4444.89,90714,2493,367,53060.95,10.94,10-12-2024,Referral
CAMPAIGN00615,Toothpaste,Personal Care,2729.74,429366,4782,611,278539.72,101.04,22-12-2024,Referral
CAMPAIGN00616,Toothpaste,Personal Care,3791.95,370586,10997,1713,655681.63,171.91,08-01-2025,Email Campaign
CAMPAIGN00617,Protein Bar,Snacks,2793.62,381972,12054,207,58078.64,19.79,17-01-2025,Email Campaign
CAMPAIGN00618,Garbage Bags,Household,2400.71,160388,5127,620,154154.19,63.21,17-01-2025,Google Ads
CAMPAIGN00619,Chocolate,Snacks,2210.19,223478,9709,657,211163.81,94.54,16-11-2024,Instagram Ads
CAMPAIGN00620,Moisturizer,Personal Care,4748.29,343078,21850,1175,434045.7,90.41,13-01-2025,Email Campaign
CAMPAIGN00621,Tea,Beverages,648.66,436223,10176,1760,205584.73,315.94,23-01-2025,Instagram Ads
CAMPAIGN00622,Moisturizer,Personal Care,4225.55,476130,5910,858,84482.33,18.99,23-11-2024,Email Campaign
CAMPAIGN00623,Soap,Personal Care,2677.43,357770,28537,1886,721130.01,268.34,29-12-2024,Google Ads
CAMPAIGN00624,Protein Bar,Snacks,4182.61,46222,3140,284,84711.49,19.25,04-02-2025,Instagram Ads
CAMPAIGN00625,Protein Bar,Snacks,4539.98,198688,6159,416,111440.6,23.55,17-12-2024,Google Ads
CAMPAIGN00626,Energy Drink,Beverages,3591.64,205439,16771,221,87717.46,23.42,11-01-2025,Email Campaign
CAMPAIGN00627,Biscuits,Snacks,3368.45,218500,13546,2702,1254555.02,371.44,20-01-2025,Influencer Marketing
CAMPAIGN00628,Detergent,Household,1335.21,350717,16076,305,83297.87,61.39,06-12-2024,Google Ads
CAMPAIGN00629,Garbage Bags,Household,2447.6,191929,10771,21,6421.68,1.62,19-11-2024,Instagram Ads
CAMPAIGN00630,Juice,Beverages,1255.48,476046,3970,373,40154.87,30.98,05-02-2025,Google Ads
CAMPAIGN00631,Garbage Bags,Household,2349.55,274976,7187,470,196286.64,82.54,02-02-2025,Google Ads
CAMPAIGN00632,Milk,Groceries,4083.72,444687,13415,414,71724.41,16.56,16-01-2025,Google Ads
CAMPAIGN00633,Protein Bar,Snacks,1532.72,447957,26658,424,182768.87,118.24,19-01-2025,Instagram Ads
CAMPAIGN00634,Soap,Personal Care,3506.47,46285,2363,92,39906.23,10.38,18-12-2024,Referral
CAMPAIGN00635,Wheat Flour,Groceries,513.27,284443,5332,159,25332.66,48.36,24-01-2025,Google Ads
CAMPAIGN00636,Floor Cleaner,Household,3296.63,457790,4750,266,119357.79,35.21,25-12-2024,Email Campaign
CAMPAIGN00637,Garbage Bags,Household,4802.35,97716,4881,828,398536.42,81.99,08-01-2025,Google Ads
CAMPAIGN00638,Rice,Groceries,2371.21,76063,1460,291,64435.68,26.17,29-11-2024,Email Campaign
CAMPAIGN00639,Nuts,Snacks,3590.71,11158,972,185,17433.73,3.86,05-02-2025,Influencer Marketing
CAMPAIGN00640,Detergent,Household,2206.29,78154,716,22,10363.27,3.7,05-02-2025,Referral
CAMPAIGN00641,Wheat Flour,Groceries,2256.14,336497,24760,4846,1496927.65,662.49,18-01-2025,Referral
CAMPAIGN00642,Dishwasher Liquid,Household,544.59,343084,28665,3677,828997.33,1521.24,19-01-2025,Influencer Marketing
CAMPAIGN00643,Energy Drink,Beverages,3149.18,147269,608,50,20584.68,5.54,08-12-2024,Email Campaign
CAMPAIGN00644,Eggs,Groceries,2172.61,418053,40662,3562,1480746.24,680.55,06-02-2025,Influencer Marketing
CAMPAIGN00645,Coffee,Beverages,3226.65,197021,15201,2525,616960.65,190.21,11-12-2024,Influencer Marketing
CAMPAIGN00646,Rice,Groceries,413.24,307585,25817,354,158724.14,383.1,27-01-2025,Email Campaign
CAMPAIGN00647,Juice,Beverages,968.6,232138,18542,2152,520131.77,535.99,05-12-2024,Google Ads
CAMPAIGN00648,Protein Bar,Snacks,4883.5,250495,11578,2110,686752.17,139.63,20-12-2024,Influencer Marketing
CAMPAIGN00649,Moisturizer,Personal Care,3602.56,222960,12736,511,108863.81,29.22,15-11-2024,Google Ads
CAMPAIGN00650,Biscuits,Snacks,3548.1,308029,26191,1265,597132.17,167.3,08-01-2025,Google Ads
CAMPAIGN00651,Wheat Flour,Groceries,395.22,152829,11376,693,87375.12,220.08,24-01-2025,Google Ads
CAMPAIGN00652,Wheat Flour,Groceries,846.09,31508,2729,71,28788.28,33.03,09-12-2024,Instagram Ads
CAMPAIGN00653,Nuts,Snacks,1281.9,152605,9624,1639,460242.35,358.03,19-01-2025,Email Campaign
CAMPAIGN00654,Wheat Flour,Groceries,3956.78,46456,2236,36,8039.76,1.03,20-12-2024,Influencer Marketing
CAMPAIGN00655,Garbage Bags,Household,2142.52,352174,31535,1501,681389.1,317.03,03-02-2025,Google Ads
CAMPAIGN00656,Biscuits,Snacks,750.04,129856,2942,207,94166.14,124.55,15-01-2025,Google Ads
CAMPAIGN00657,Chocolate,Snacks,551.04,219625,21494,1392,389860.97,706.5,14-11-2024,Instagram Ads
CAMPAIGN00658,Cooking Oil,Groceries,2855.02,57180,1367,154,26535.48,8.29,08-01-2025,Referral
CAMPAIGN00659,Garbage Bags,Household,3988.35,498287,5152,29,12063.17,2.02,12-01-2025,Referral
CAMPAIGN00660,Cooking Oil,Groceries,2481.94,376060,34317,3244,213396.29,84.98,21-11-2024,Email Campaign
CAMPAIGN00661,Cold Drink,Beverages,4985.33,104411,7113,406,189225.27,36.96,10-12-2024,Referral
CAMPAIGN00662,Eggs,Groceries,1787.28,43121,2840,191,84694.07,46.39,15-01-2025,Referral
CAMPAIGN00663,Biscuits,Snacks,742.03,169294,10978,167,38365.39,50.7,16-12-2024,Google Ads
CAMPAIGN00664,Floor Cleaner,Household,96.95,422229,15046,2284,814410.28,8399.31,30-12-2024,Influencer Marketing
CAMPAIGN00665,Energy Drink,Beverages,4395.79,180908,648,33,5728.19,0.3,22-01-2025,Google Ads
CAMPAIGN00666,Cooking Oil,Groceries,4740.73,245735,1095,216,21281.07,3.49,23-11-2024,Google Ads
CAMPAIGN00667,Toothpaste,Personal Care,4761.8,484933,39352,2812,462343.34,96.09,30-01-2025,Referral
CAMPAIGN00668,Wheat Flour,Groceries,2985.01,107763,5040,45,18922.06,5.34,15-01-2025,Email Campaign
CAMPAIGN00669,Rice,Groceries,3413.83,420791,1764,311,125794.55,35.85,09-12-2024,Instagram Ads
CAMPAIGN00670,Air Freshener,Household,90.27,279883,14282,1073,224028.84,2480.76,10-01-2025,Instagram Ads
CAMPAIGN00671,Toothpaste,Personal Care,2200.64,15816,35,3,436.97,-0.8,09-01-2025,Email Campaign
CAMPAIGN00672,Chips,Snacks,1584.28,86174,4548,877,56451.53,34.63,23-11-2024,Influencer Marketing
CAMPAIGN00673,Floor Cleaner,Household,3883.37,215740,12981,876,92731.58,22.88,02-01-2025,Referral
CAMPAIGN00674,Moisturizer,Personal Care,1443.95,191211,2784,61,5903.86,3.09,30-12-2024,Influencer Marketing
CAMPAIGN00675,Chips,Snacks,2152.8,142871,5026,43,10735.92,3.99,04-01-2025,Influencer Marketing
CAMPAIGN00676,Floor Cleaner,Household,1686.18,87129,3479,647,92053.16,53.59,30-12-2024,Instagram Ads
CAMPAIGN00677,Protein Bar,Snacks,1143.39,362395,6943,792,391413.41,341.33,20-12-2024,Google Ads
CAMPAIGN00678,Juice,Beverages,1323.79,489641,2569,422,45200.8,33.14,08-12-2024,Influencer Marketing
CAMPAIGN00679,Energy Drink,Beverages,866.64,428285,23192,2115,858429.71,989.53,01-12-2024,Instagram Ads
CAMPAIGN00680,Protein Bar,Snacks,1401.6,255741,22747,2725,1108240.12,789.7,06-12-2024,Referral
CAMPAIGN00681,Floor Cleaner,Household,880.94,69085,4266,257,102240.1,115.06,27-11-2024,Referral
CAMPAIGN00682,Cooking Oil,Groceries,3258.62,133304,9994,1209,602993.79,184.05,18-11-2024,Google Ads
CAMPAIGN00683,Toothpaste,Personal Care,334.9,200996,12312,1518,581548.14,1735.48,05-12-2024,Google Ads
CAMPAIGN00684,Moisturizer,Personal Care,4379.16,133444,9366,1748,750226.95,170.32,20-01-2025,Influencer Marketing
CAMPAIGN00685,Energy Drink,Beverages,193.17,350164,22223,1511,405730.18,2099.38,25-12-2024,Google Ads
CAMPAIGN00686,Chips,Snacks,4210.57,492944,25857,473,65004.61,14.44,24-12-2024,Referral
CAMPAIGN00687,Protein Bar,Snacks,4854.65,157649,15383,711,144955.83,28.86,31-01-2025,Instagram Ads
CAMPAIGN00688,Coffee,Beverages,1808.94,276951,9312,422,49006.21,26.09,29-11-2024,Instagram Ads
CAMPAIGN00689,Rice,Groceries,2808.47,14040,52,1,305.32,-0.89,28-01-2025,Google Ads
CAMPAIGN00690,Protein Bar,Snacks,4101.81,167337,5029,450,143169.24,33.9,06-02-2025,Referral
CAMPAIGN00691,Chips,Snacks,4831.26,89744,1510,263,113381.12,22.47,26-01-2025,Google Ads
CAMPAIGN00692,Tea,Beverages,2009.78,228935,6550,1130,369984.98,183.09,09-02-2025,Google Ads
CAMPAIGN00693,Toothpaste,Personal Care,4104.02,247670,19554,1123,102749.56,24.04,21-12-2024,Referral
CAMPAIGN00694,Detergent,Household,3626.25,478054,19348,3416,540556.74,148.07,03-02-2025,Influencer Marketing
CAMPAIGN00695,Toothpaste,Personal Care,1060.48,179813,693,97,47533.57,43.82,24-01-2025,Instagram Ads
CAMPAIGN00696,Cold Drink,Beverages,4754.33,152589,5905,192,47762.5,9.05,13-11-2024,Email Campaign
CAMPAIGN00697,Coffee,Beverages,3943.89,427586,37400,7446,2916506.13,738.5,22-12-2024,Google Ads
CAMPAIGN00698,Juice,Beverages,116.94,449810,38349,3880,751418.14,6424.67,06-12-2024,Instagram Ads
CAMPAIGN00699,Coffee,Beverages,4757.31,44014,4036,229,44198.76,8.29,31-12-2024,Instagram Ads
CAMPAIGN00700,Tea,Beverages,4387.22,175946,15056,892,44769.62,9.2,25-01-2025,Email Campaign
CAMPAIGN00701,Chips,Snacks,1939.77,17770,1472,6,1092.63,-0.44,05-01-2025,Email Campaign
CAMPAIGN00702,Toothpaste,Personal Care,969.49,262063,4387,178,26336.49,26.17,05-12-2024,Google Ads
CAMPAIGN00703,Juice,Beverages,429.85,321259,22794,2095,225169.79,522.83,09-02-2025,Google Ads
CAMPAIGN00704,Coffee,Beverages,742.74,12893,442,33,15285.76,19.58,08-01-2025,Instagram Ads
CAMPAIGN00705,Eggs,Groceries,875.76,197541,6842,889,286852.56,326.55,08-12-2024,Instagram Ads
CAMPAIGN00706,Face Wash,Personal Care,4685.74,160954,427,23,9217.37,0.97,12-01-2025,Google Ads
CAMPAIGN00707,Juice,Beverages,1745.33,355308,20896,3530,1672058.54,957.02,16-11-2024,Instagram Ads
CAMPAIGN00708,Chocolate,Snacks,712.94,360757,24665,1167,164784.09,230.13,11-01-2025,Email Campaign
CAMPAIGN00709,Face Wash,Personal Care,3166.44,10242,1012,171,56838.48,16.95,25-12-2024,Referral
CAMPAIGN00710,Air Freshener,Household,1884.63,273034,26110,4542,651872.51,344.89,03-01-2025,Google Ads
CAMPAIGN00711,Shampoo,Personal Care,4640.69,406677,17824,2064,153489.88,32.07,28-11-2024,Email Campaign
CAMPAIGN00712,Milk,Groceries,1689.53,50979,3234,311,68820.28,39.73,16-01-2025,Referral
CAMPAIGN00713,Dishwasher Liquid,Household,2204.09,381778,23852,580,248110.59,111.57,08-02-2025,Referral
CAMPAIGN00714,Dishwasher Liquid,Household,1970.23,494607,41675,5597,1190400.92,603.19,21-01-2025,Influencer Marketing
CAMPAIGN00715,Wheat Flour,Groceries,3820.79,156919,126,15,4379.16,0.15,05-01-2025,Referral
CAMPAIGN00716,Energy Drink,Beverages,2597.12,436791,8168,718,108930.23,40.94,13-12-2024,Influencer Marketing
CAMPAIGN00717,Biscuits,Snacks,1677.15,133438,12219,2401,1187615.37,707.12,02-12-2024,Influencer Marketing
CAMPAIGN00718,Toothpaste,Personal Care,422.34,401478,4066,277,34610.61,80.95,18-11-2024,Referral
